year,month,day,hour,minute,second,moisture0,moisture1,moisture2,moisture3,moisture4,irrgation
2020,3,7,4,53,32,0.21,0.95,0.34,0.13,0.04,false
2020,3,7,4,54,32,0.21,0.95,0.35,0.13,0.04,false
2020,3,7,4,55,32,0.21,0.95,0.35,0.13,0.04,false
2020,3,7,4,56,32,0.21,0.95,0.35,0.13,0.04,false
2020,3,7,4,57,32,0.21,0.95,0.35,0.13,0.04,false
2020,3,7,4,58,32,0.21,0.95,0.35,0.13,0.04,false
2020,3,7,4,59,32,0.21,0.95,0.35,0.13,0.04,false
2020,3,7,5,0,32,0.21,0.95,0.35,0.13,0.05,false
2020,3,7,5,1,32,0.21,0.95,0.35,0.13,0.04,false
2020,3,7,5,2,32,0.21,0.95,0.35,0.13,0.04,false
2020,3,7,5,3,32,0.21,0.95,0.35,0.13,0.04,false
2020,3,7,5,4,32,0.21,0.95,0.35,0.13,0.04,false
2020,3,7,5,5,32,0.21,0.95,0.35,0.13,0.04,false
2020,3,7,5,6,32,0.21,0.95,0.35,0.13,0.04,false
2020,3,7,5,7,32,0.21,0.95,0.34,0.13,0.04,false
2020,3,7,5,8,32,0.21,0.95,0.34,0.13,0.04,false
2020,3,7,5,9,32,0.21,0.95,0.34,0.13,0.04,false
2020,3,7,5,10,32,0.21,0.95,0.34,0.13,0.04,false
2020,3,7,5,11,32,0.27,0.94,0.36,0.16,0.06,false
2020,3,7,5,12,32,0.21,0.95,0.34,0.13,0.04,false
2020,3,7,5,13,33,0.22,0.95,0.34,0.13,0.04,false
2020,3,7,5,14,33,0.21,0.94,0.34,0.13,0.04,false
2020,3,7,5,15,33,0.21,0.94,0.34,0.13,0.04,false
2020,3,7,5,16,33,0.22,0.94,0.34,0.13,0.04,false
2020,3,7,5,17,33,0.21,0.94,0.34,0.13,0.04,false
2020,3,7,5,18,33,0.21,0.94,0.34,0.14,0.04,false
2020,3,7,5,19,33,0.21,0.95,0.34,0.14,0.04,false
2020,3,7,5,20,33,0.21,0.94,0.35,0.13,0.04,false
2020,3,7,5,21,33,0.21,0.94,0.35,0.13,0.04,false
2020,3,7,5,22,33,0.21,0.94,0.35,0.13,0.04,false
2020,3,7,5,23,33,0.21,0.94,0.35,0.13,0.04,false
2020,3,7,5,24,33,0.21,0.94,0.35,0.13,0.04,false
2020,3,7,5,25,33,0.21,0.94,0.35,0.13,0.04,false
2020,3,7,5,26,33,0.21,0.94,0.35,0.13,0.04,false
2020,3,7,5,27,33,0.21,0.94,0.35,0.13,0.04,false
2020,3,7,5,28,33,0.21,0.94,0.34,0.13,0.04,false
2020,3,7,5,29,33,0.21,0.94,0.35,0.14,0.04,false
2020,3,7,5,30,33,0.21,0.95,0.34,0.14,0.04,false
2020,3,7,5,31,33,0.21,0.95,0.34,0.14,0.04,false
2020,3,7,5,32,33,0.26,0.93,0.36,0.16,0.06,false
2020,3,7,5,33,34,0.21,0.95,0.34,0.14,0.04,false
2020,3,7,5,34,34,0.22,0.95,0.34,0.13,0.04,false
2020,3,7,5,35,34,0.21,0.95,0.34,0.13,0.04,false
2020,3,7,5,36,34,0.21,0.95,0.34,0.13,0.04,false
2020,3,7,5,37,34,0.21,0.95,0.35,0.13,0.04,false
2020,3,7,5,38,34,0.21,0.95,0.35,0.13,0.04,false
2020,3,7,5,39,34,0.21,0.95,0.35,0.13,0.04,false
2020,3,7,5,40,34,0.21,0.95,0.35,0.13,0.04,false
2020,3,7,5,41,34,0.21,0.95,0.35,0.13,0.04,false
2020,3,7,5,42,34,0.21,0.95,0.34,0.14,0.06,false
2020,3,7,5,43,34,0.21,0.95,0.34,0.14,0.04,false
2020,3,7,5,44,34,0.21,0.95,0.34,0.14,0.04,false
2020,3,7,5,45,34,0.21,0.95,0.34,0.14,0.04,false
2020,3,7,5,46,34,0.21,0.95,0.34,0.13,0.04,false
2020,3,7,5,47,34,0.21,0.95,0.34,0.13,0.04,false
2020,3,7,5,48,34,0.21,0.95,0.34,0.13,0.04,false
2020,3,7,5,49,34,0.21,0.95,0.34,0.13,0.04,false
2020,3,7,5,50,34,0.21,0.95,0.35,0.14,0.04,false
2020,3,7,5,51,34,0.21,0.95,0.35,0.14,0.04,false
2020,3,7,5,52,34,0.21,0.95,0.35,0.13,0.04,false
2020,3,7,5,53,35,0.24,0.94,0.36,0.16,0.06,false
2020,3,7,5,54,35,0.21,0.95,0.35,0.14,0.04,false
2020,3,7,5,55,35,0.21,0.95,0.35,0.14,0.04,false
2020,3,7,5,56,35,0.21,0.95,0.35,0.14,0.04,false
2020,3,7,5,57,35,0.21,0.95,0.35,0.14,0.04,false
2020,3,7,5,58,35,0.21,0.95,0.35,0.14,0.04,false
2020,3,7,5,59,35,0.21,0.95,0.36,0.14,0.04,false
2020,3,7,6,0,35,0.21,0.95,0.36,0.14,0.04,false
2020,3,7,6,1,35,0.21,0.95,0.36,0.14,0.04,false
2020,3,7,6,2,35,0.21,0.95,0.36,0.13,0.04,false
2020,3,7,6,3,35,0.21,0.95,0.36,0.13,0.06,false
2020,3,7,6,4,35,0.22,0.94,0.36,0.13,0.04,false
2020,3,7,6,5,35,0.22,0.95,0.36,0.13,0.04,false
2020,3,7,6,6,35,0.22,0.95,0.36,0.13,0.04,false
2020,3,7,6,7,35,0.22,0.96,0.37,0.13,0.04,false
2020,3,7,6,8,35,0.22,0.96,0.37,0.14,0.04,false
2020,3,7,6,9,35,0.22,0.96,0.37,0.14,0.04,false
2020,3,7,6,10,35,0.22,0.95,0.37,0.14,0.04,false
2020,3,7,6,11,35,0.22,0.96,0.37,0.14,0.04,false
2020,3,7,6,12,35,0.22,0.96,0.37,0.14,0.04,false
2020,3,7,6,13,36,0.22,0.96,0.37,0.13,0.04,false
2020,3,7,6,14,36,0.26,0.95,0.39,0.16,0.06,false
2020,3,7,6,15,36,0.22,0.96,0.37,0.13,0.04,false
2020,3,7,6,16,36,0.22,0.96,0.37,0.13,0.04,false
2020,3,7,6,17,36,0.22,0.96,0.37,0.14,0.04,false
2020,3,7,6,18,36,0.22,0.96,0.37,0.14,0.04,false
2020,3,7,6,19,36,0.22,0.96,0.37,0.14,0.04,false
2020,3,7,6,20,36,0.22,0.96,0.37,0.14,0.04,false
2020,3,7,6,21,36,0.22,0.96,0.37,0.14,0.04,false
2020,3,7,6,22,36,0.22,0.96,0.37,0.13,0.04,false
2020,3,7,6,23,36,0.22,0.96,0.38,0.13,0.04,false
2020,3,7,6,24,36,0.22,0.96,0.38,0.13,0.05,false
2020,3,7,6,25,36,0.21,0.96,0.38,0.14,0.04,false
2020,3,7,6,26,36,0.21,0.96,0.38,0.14,0.04,false
2020,3,7,6,27,36,0.21,0.96,0.38,0.14,0.04,false
2020,3,7,6,28,36,0.21,0.96,0.38,0.13,0.04,false
2020,3,7,6,29,36,0.21,0.96,0.38,0.13,0.04,false
2020,3,7,6,30,36,0.21,0.96,0.38,0.13,0.04,false
2020,3,7,6,31,36,0.21,0.96,0.38,0.14,0.04,false
2020,3,7,6,32,36,0.21,0.96,0.39,0.14,0.04,false
2020,3,7,6,33,37,0.21,0.96,0.39,0.14,0.04,false
2020,3,7,6,34,37,0.21,0.96,0.39,0.14,0.04,false
2020,3,7,6,35,37,0.25,0.96,0.41,0.16,0.06,false
2020,3,7,6,36,37,0.21,0.96,0.39,0.14,0.04,false
2020,3,7,6,37,37,0.21,0.96,0.39,0.14,0.04,false
2020,3,7,6,38,37,0.21,0.96,0.40,0.14,0.04,false
2020,3,7,6,39,37,0.22,0.96,0.39,0.14,0.04,false
2020,3,7,6,40,37,0.22,0.96,0.39,0.14,0.04,false
2020,3,7,6,41,37,0.22,0.96,0.40,0.14,0.04,false
2020,3,7,6,42,37,0.22,0.96,0.40,0.14,0.04,false
2020,3,7,6,43,37,0.22,0.96,0.40,0.14,0.04,false
2020,3,7,6,44,37,0.22,0.96,0.40,0.14,0.04,false
2020,3,7,6,45,37,0.22,0.96,0.40,0.18,0.06,false
2020,3,7,6,46,37,0.22,0.96,0.40,0.13,0.04,false
2020,3,7,6,47,37,0.22,0.96,0.40,0.14,0.04,false
2020,3,7,6,48,37,0.22,0.96,0.40,0.14,0.04,false
2020,3,7,6,49,37,0.22,0.96,0.40,0.14,0.04,false
2020,3,7,6,50,37,0.22,0.96,0.40,0.14,0.04,false
2020,3,7,6,51,37,0.20,0.95,0.40,0.12,0.03,false
2020,3,7,6,52,37,0.21,0.95,0.40,0.13,0.04,false
2020,3,7,6,53,38,0.21,0.94,0.40,0.14,0.04,false
2020,3,7,6,54,38,0.21,0.94,0.40,0.14,0.04,false
2020,3,7,6,55,38,0.21,0.94,0.40,0.15,0.04,false
2020,3,7,6,56,38,0.22,0.93,0.40,0.15,0.04,false
2020,3,7,6,57,38,0.21,0.95,0.40,0.14,0.03,false
2020,3,7,6,58,38,0.21,0.94,0.40,0.14,0.03,false
2020,3,7,6,59,38,0.21,0.95,0.40,0.14,0.03,false
2020,3,7,7,0,38,0.21,0.95,0.40,0.13,0.03,false
2020,3,7,7,1,38,0.21,0.95,0.40,0.13,0.04,false
2020,3,7,7,2,38,0.21,0.95,0.40,0.13,0.04,false
2020,3,7,7,3,38,0.21,0.95,0.41,0.13,0.03,false
2020,3,7,7,4,38,0.21,0.95,0.41,0.13,0.03,false
2020,3,7,7,5,38,0.21,0.95,0.41,0.13,0.03,false
2020,3,7,7,6,38,0.21,0.95,0.41,0.17,0.04,false
2020,3,7,7,7,38,0.20,0.95,0.41,0.13,0.03,false
2020,3,7,7,8,38,0.20,0.95,0.41,0.13,0.03,false
2020,3,7,7,9,38,0.20,0.95,0.41,0.13,0.03,false
2020,3,7,7,10,38,0.20,0.95,0.41,0.13,0.03,false
2020,3,7,7,11,38,0.20,0.95,0.41,0.12,0.03,false
2020,3,7,7,12,38,0.20,0.95,0.41,0.12,0.03,false
2020,3,7,7,13,39,0.21,0.95,0.41,0.12,0.03,false
2020,3,7,7,14,39,0.21,0.95,0.41,0.12,0.03,false
2020,3,7,7,15,39,0.21,0.95,0.41,0.12,0.03,false
2020,3,7,7,16,39,0.21,0.95,0.41,0.12,0.03,false
2020,3,7,7,17,39,0.22,0.94,0.41,0.13,0.04,false
2020,3,7,7,18,39,0.21,0.95,0.41,0.13,0.03,false
2020,3,7,7,19,39,0.21,0.95,0.41,0.13,0.03,false
2020,3,7,7,20,39,0.21,0.95,0.41,0.13,0.03,false
2020,3,7,7,21,39,0.21,0.93,0.41,0.13,0.03,false
2020,3,7,7,22,39,0.21,0.93,0.41,0.12,0.03,false
2020,3,7,7,23,39,0.21,0.94,0.41,0.12,0.03,false
2020,3,7,7,24,39,0.21,0.93,0.41,0.12,0.03,false
2020,3,7,7,25,39,0.21,0.94,0.41,0.12,0.03,false
2020,3,7,7,26,39,0.21,0.94,0.41,0.13,0.03,false
2020,3,7,7,27,39,0.21,0.93,0.41,0.17,0.04,false
2020,3,7,7,28,39,0.21,0.94,0.41,0.14,0.03,false
2020,3,7,7,29,39,0.20,0.94,0.42,0.14,0.03,false
2020,3,7,7,30,39,0.20,0.92,0.42,0.13,0.03,false
2020,3,7,7,31,39,0.20,0.94,0.42,0.13,0.03,false
2020,3,7,7,32,39,0.20,0.94,0.42,0.13,0.03,false
2020,3,7,7,33,40,0.20,0.95,0.42,0.13,0.03,false
2020,3,7,7,34,40,0.20,0.95,0.42,0.13,0.03,false
2020,3,7,7,35,40,0.20,0.95,0.42,0.12,0.03,false
2020,3,7,7,36,40,0.21,0.94,0.42,0.12,0.03,false
2020,3,7,7,37,40,0.20,0.94,0.42,0.12,0.03,false
2020,3,7,7,38,40,0.22,0.94,0.42,0.13,0.04,false
2020,3,7,7,39,40,0.20,0.95,0.42,0.12,0.03,false
2020,3,7,7,40,40,0.20,0.95,0.42,0.12,0.03,false
2020,3,7,7,41,40,0.20,0.95,0.42,0.12,0.03,false
2020,3,7,7,42,40,0.20,0.95,0.42,0.12,0.03,false
2020,3,7,7,43,40,0.20,0.95,0.42,0.12,0.03,false
2020,3,7,7,44,40,0.20,0.95,0.42,0.13,0.03,false
2020,3,7,7,45,40,0.20,0.95,0.42,0.13,0.03,false
2020,3,7,7,46,40,0.20,0.95,0.42,0.12,0.03,false
2020,3,7,7,47,40,0.20,0.95,0.42,0.12,0.03,false
2020,3,7,7,48,40,0.20,0.95,0.44,0.15,0.04,false
2020,3,7,7,49,40,0.20,0.95,0.42,0.12,0.03,false
2020,3,7,7,50,40,0.20,0.95,0.42,0.12,0.03,false
2020,3,7,7,51,40,0.20,0.95,0.42,0.12,0.03,false
2020,3,7,7,52,40,0.20,0.95,0.42,0.12,0.03,false
2020,3,7,7,53,41,0.20,0.95,0.44,0.12,0.03,false
2020,3,7,7,54,41,0.20,0.95,0.44,0.12,0.03,false
2020,3,7,7,55,41,0.20,0.95,0.43,0.13,0.03,false
2020,3,7,7,56,41,0.20,0.95,0.43,0.14,0.03,false
2020,3,7,7,57,41,0.20,0.95,0.43,0.14,0.03,false
2020,3,7,7,58,41,0.20,0.95,0.43,0.13,0.03,false
2020,3,7,7,59,41,0.20,0.95,0.43,0.13,0.03,false
2020,3,7,8,0,41,0.20,0.95,0.43,0.13,0.03,false
2020,3,7,8,1,41,0.20,0.95,0.43,0.13,0.03,false
2020,3,7,8,2,41,0.20,0.95,0.43,0.13,0.03,false
2020,3,7,8,3,41,0.20,0.95,0.43,0.13,0.03,false
2020,3,7,8,4,41,0.20,0.95,0.43,0.13,0.03,false
2020,3,7,8,5,41,0.20,0.95,0.43,0.13,0.03,false
2020,3,7,8,6,41,0.20,0.95,0.43,0.13,0.03,false
2020,3,7,8,7,41,0.20,0.95,0.43,0.12,0.03,false
2020,3,7,8,8,41,0.20,0.95,0.43,0.12,0.03,false
2020,3,7,8,9,41,0.20,0.95,0.43,0.16,0.04,false
2020,3,7,8,10,41,0.20,0.94,0.43,0.12,0.03,false
2020,3,7,8,11,41,0.20,0.94,0.43,0.12,0.03,false
2020,3,7,8,12,42,0.20,0.94,0.43,0.12,0.03,false
2020,3,7,8,13,42,0.20,0.94,0.43,0.12,0.03,false
2020,3,7,8,14,42,0.20,0.93,0.43,0.12,0.03,false
2020,3,7,8,15,42,0.20,0.93,0.43,0.12,0.03,false
2020,3,7,8,16,42,0.20,0.93,0.43,0.12,0.03,false
2020,3,7,8,17,42,0.20,0.93,0.43,0.12,0.03,false
2020,3,7,8,18,42,0.20,0.92,0.43,0.12,0.03,false
2020,3,7,8,19,42,0.20,0.88,0.43,0.12,0.03,false
2020,3,7,8,20,42,0.22,0.90,0.44,0.13,0.04,false
2020,3,7,8,21,42,0.20,0.78,0.43,0.12,0.03,false
2020,3,7,8,22,42,0.20,0.88,0.44,0.12,0.03,false
2020,3,7,8,23,42,0.20,0.86,0.44,0.12,0.03,false
2020,3,7,8,24,42,0.20,0.70,0.44,0.12,0.03,false
2020,3,7,8,25,42,0.19,0.43,0.44,0.12,0.02,false
2020,3,7,8,26,42,0.19,0.53,0.44,0.13,0.03,false
2020,3,7,8,27,42,0.20,0.83,0.45,0.13,0.03,false
2020,3,7,8,28,42,0.20,0.55,0.44,0.13,0.03,false
2020,3,7,8,29,42,0.20,0.57,0.44,0.13,0.03,false
2020,3,7,8,30,42,0.20,0.57,0.46,0.15,0.04,false
2020,3,7,8,31,42,0.20,0.58,0.45,0.12,0.03,false
2020,3,7,8,32,43,0.20,0.58,0.45,0.12,0.03,false
2020,3,7,8,33,43,0.20,0.59,0.45,0.12,0.03,false
2020,3,7,8,34,43,0.20,0.58,0.45,0.12,0.03,false
2020,3,7,8,35,43,0.20,0.59,0.45,0.12,0.03,false
2020,3,7,8,36,43,0.20,0.59,0.47,0.11,0.03,false
2020,3,7,8,37,43,0.20,0.59,0.48,0.11,0.03,false
2020,3,7,8,38,43,0.20,0.59,0.48,0.12,0.03,false
2020,3,7,8,39,43,0.20,0.59,0.49,0.12,0.03,false
2020,3,7,8,40,43,0.20,0.59,0.49,0.12,0.03,false
2020,3,7,8,41,43,0.20,0.57,0.49,0.12,0.03,false
2020,3,7,8,42,43,0.19,0.51,0.49,0.12,0.02,false
2020,3,7,8,43,43,0.20,0.57,0.49,0.12,0.03,false
2020,3,7,8,44,43,0.19,0.53,0.48,0.12,0.02,false
2020,3,7,8,45,43,0.20,0.57,0.47,0.12,0.03,false
2020,3,7,8,46,43,0.20,0.55,0.47,0.12,0.03,false
2020,3,7,8,47,43,0.19,0.52,0.47,0.12,0.02,false
2020,3,7,8,48,43,0.20,0.56,0.47,0.13,0.03,false
2020,3,7,8,49,43,0.20,0.57,0.47,0.13,0.03,false
2020,3,7,8,50,43,0.20,0.56,0.46,0.13,0.03,false
2020,3,7,8,51,43,0.20,0.60,0.47,0.16,0.04,false
2020,3,7,8,52,44,0.20,0.57,0.46,0.13,0.03,false
2020,3,7,8,53,44,0.20,0.59,0.46,0.13,0.03,false
2020,3,7,8,54,44,0.20,0.59,0.49,0.13,0.03,false
2020,3,7,8,55,44,0.20,0.59,0.49,0.12,0.03,false
2020,3,7,8,56,44,0.20,0.60,0.49,0.12,0.03,false
2020,3,7,8,57,44,0.20,0.60,0.49,0.12,0.03,false
2020,3,7,8,58,44,0.20,0.58,0.49,0.12,0.03,false
2020,3,7,8,59,44,0.20,0.59,0.49,0.12,0.03,false
2020,3,7,9,0,44,0.20,0.58,0.48,0.12,0.03,false
2020,3,7,9,1,44,0.20,0.57,0.48,0.12,0.03,false
2020,3,7,9,2,44,0.20,0.58,0.48,0.12,0.03,false
2020,3,7,9,3,44,0.20,0.60,0.48,0.12,0.03,false
2020,3,7,9,4,44,0.20,0.61,0.48,0.12,0.03,false
2020,3,7,9,5,44,0.20,0.60,0.48,0.12,0.03,false
2020,3,7,9,6,44,0.20,0.60,0.48,0.12,0.03,false
2020,3,7,9,7,44,0.20,0.60,0.48,0.12,0.03,false
2020,3,7,9,8,44,0.20,0.60,0.48,0.12,0.03,false
2020,3,7,9,9,44,0.20,0.62,0.48,0.12,0.03,false
2020,3,7,9,10,44,0.20,0.58,0.48,0.12,0.03,false
2020,3,7,9,11,44,0.20,0.57,0.48,0.12,0.03,false
2020,3,7,9,12,45,0.20,0.59,0.49,0.15,0.04,false
2020,3,7,9,13,45,0.20,0.54,0.48,0.12,0.03,false
2020,3,7,9,14,45,0.20,0.53,0.47,0.12,0.03,false
2020,3,7,9,15,45,0.20,0.54,0.47,0.12,0.03,false
2020,3,7,9,16,45,0.20,0.53,0.47,0.11,0.02,false
2020,3,7,9,17,45,0.20,0.54,0.48,0.12,0.03,false
2020,3,7,9,18,45,0.20,0.53,0.48,0.12,0.03,false
2020,3,7,9,19,45,0.20,0.52,0.48,0.12,0.02,false
2020,3,7,9,20,45,0.20,0.57,0.48,0.12,0.03,false
2020,3,7,9,21,45,0.20,0.59,0.48,0.12,0.03,false
2020,3,7,9,22,45,0.20,0.59,0.48,0.12,0.03,false
2020,3,7,9,23,45,0.20,0.57,0.47,0.12,0.03,false
2020,3,7,9,24,45,0.20,0.59,0.47,0.12,0.03,false
2020,3,7,9,25,45,0.20,0.57,0.48,0.12,0.03,false
2020,3,7,9,26,45,0.20,0.56,0.48,0.11,0.03,false
2020,3,7,9,27,45,0.20,0.54,0.48,0.12,0.03,false
2020,3,7,9,28,45,0.20,0.52,0.47,0.12,0.02,false
2020,3,7,9,29,45,0.20,0.55,0.47,0.13,0.03,false
2020,3,7,9,30,45,0.20,0.57,0.47,0.12,0.03,false
2020,3,7,9,31,45,0.20,0.55,0.47,0.12,0.03,false
2020,3,7,9,32,46,0.20,0.57,0.47,0.12,0.03,false
2020,3,7,9,33,46,0.20,0.59,0.48,0.13,0.04,false
2020,3,7,9,34,46,0.20,0.57,0.47,0.11,0.03,false
2020,3,7,9,35,46,0.20,0.58,0.47,0.11,0.03,false
2020,3,7,9,36,46,0.20,0.59,0.47,0.12,0.03,false
2020,3,7,9,37,46,0.20,0.61,0.47,0.12,0.03,false
2020,3,7,9,38,46,0.20,0.61,0.48,0.12,0.03,false
2020,3,7,9,39,46,0.20,0.64,0.48,0.12,0.03,false
2020,3,7,9,40,46,0.20,0.65,0.48,0.12,0.03,false
2020,3,7,9,41,46,0.20,0.64,0.47,0.12,0.03,false
2020,3,7,9,42,46,0.20,0.39,0.47,0.11,0.02,false
2020,3,7,9,43,46,0.20,0.46,0.47,0.11,0.02,false
2020,3,7,9,44,46,0.20,0.53,0.47,0.11,0.03,false
2020,3,7,9,45,46,0.20,0.56,0.47,0.12,0.03,false
2020,3,7,9,46,46,0.20,0.57,0.47,0.12,0.03,false
2020,3,7,9,47,46,0.20,0.58,0.47,0.12,0.03,false
2020,3,7,9,48,46,0.20,0.59,0.47,0.12,0.03,false
2020,3,7,9,49,46,0.20,0.60,0.48,0.12,0.03,false
2020,3,7,9,50,46,0.20,0.61,0.48,0.12,0.03,false
2020,3,7,9,51,46,0.21,0.62,0.48,0.12,0.03,false
2020,3,7,9,52,47,0.21,0.61,0.48,0.12,0.03,false
2020,3,7,9,53,47,0.21,0.60,0.48,0.12,0.03,false
2020,3,7,9,54,47,0.24,0.61,0.48,0.13,0.04,false
2020,3,7,9,55,47,0.21,0.61,0.48,0.12,0.03,false
2020,3,7,9,56,47,0.21,0.58,0.48,0.12,0.03,false
2020,3,7,9,57,47,0.20,0.52,0.48,0.11,0.02,false
2020,3,7,9,58,47,0.21,0.53,0.48,0.11,0.02,false
2020,3,7,9,59,47,0.21,0.55,0.48,0.12,0.03,false
2020,3,7,10,0,47,0.21,0.57,0.48,0.12,0.03,false
2020,3,7,10,1,47,0.21,0.59,0.48,0.12,0.03,false
2020,3,7,10,2,47,0.21,0.57,0.48,0.12,0.03,false
2020,3,7,10,3,47,0.20,0.51,0.48,0.12,0.03,false
2020,3,7,10,4,47,0.21,0.55,0.48,0.12,0.04,false
2020,3,7,10,5,47,0.21,0.58,0.48,0.12,0.03,false
2020,3,7,10,6,47,0.23,0.60,0.48,0.12,0.03,false
2020,3,7,10,7,47,0.20,0.62,0.48,0.13,0.03,false
2020,3,7,10,8,47,0.20,0.61,0.48,0.13,0.03,false
2020,3,7,10,9,47,0.21,0.64,0.48,0.13,0.03,false
2020,3,7,10,10,47,0.21,0.62,0.48,0.13,0.03,false
2020,3,7,10,11,47,0.20,0.62,0.48,0.13,0.03,false
2020,3,7,10,12,48,0.20,0.61,0.48,0.13,0.03,false
2020,3,7,10,13,48,0.20,0.61,0.48,0.13,0.03,false
2020,3,7,10,14,48,0.20,0.56,0.48,0.12,0.03,false
2020,3,7,10,15,48,0.22,0.57,0.49,0.13,0.04,false
2020,3,7,10,16,48,0.20,0.58,0.48,0.12,0.03,false
2020,3,7,10,17,48,0.20,0.58,0.48,0.12,0.03,false
2020,3,7,10,18,48,0.20,0.59,0.48,0.12,0.03,false
2020,3,7,10,19,48,0.21,0.59,0.48,0.12,0.03,false
2020,3,7,10,20,48,0.21,0.59,0.48,0.12,0.03,false
2020,3,7,10,21,48,0.20,0.59,0.48,0.12,0.03,false
2020,3,7,10,22,48,0.21,0.58,0.48,0.12,0.03,false
2020,3,7,10,23,48,0.21,0.58,0.49,0.13,0.03,false
2020,3,7,10,24,48,0.21,0.58,0.48,0.14,0.03,false
2020,3,7,10,25,48,0.24,0.58,0.49,0.15,0.04,false
2020,3,7,10,26,48,0.21,0.57,0.48,0.13,0.03,false
2020,3,7,10,27,48,0.21,0.57,0.48,0.13,0.03,false
2020,3,7,10,28,48,0.21,0.58,0.48,0.13,0.03,false
2020,3,7,10,29,48,0.21,0.58,0.49,0.13,0.03,false
2020,3,7,10,30,48,0.21,0.58,0.49,0.12,0.03,false
2020,3,7,10,31,48,0.21,0.58,0.48,0.12,0.03,false
2020,3,7,10,32,49,0.21,0.58,0.49,0.12,0.03,false
2020,3,7,10,33,49,0.21,0.58,0.49,0.12,0.03,false
2020,3,7,10,34,49,0.21,0.58,0.48,0.12,0.03,false
2020,3,7,10,35,49,0.21,0.58,0.50,0.15,0.04,false
2020,3,7,10,36,49,0.21,0.58,0.48,0.12,0.03,false
2020,3,7,10,37,49,0.21,0.58,0.48,0.13,0.03,false
2020,3,7,10,38,49,0.21,0.58,0.48,0.12,0.03,false
2020,3,7,10,39,49,0.21,0.58,0.48,0.12,0.03,false
2020,3,7,10,40,49,0.21,0.58,0.48,0.12,0.03,false
2020,3,7,10,41,49,0.21,0.59,0.48,0.12,0.03,false
2020,3,7,10,42,49,0.20,0.59,0.48,0.12,0.03,false
2020,3,7,10,43,49,0.20,0.59,0.49,0.12,0.03,false
2020,3,7,10,44,49,0.21,0.59,0.49,0.12,0.03,false
2020,3,7,10,45,49,0.21,0.60,0.49,0.12,0.03,false
2020,3,7,10,46,49,0.21,0.59,0.49,0.12,0.03,false
2020,3,7,10,47,49,0.21,0.59,0.48,0.12,0.03,false
2020,3,7,10,48,49,0.21,0.59,0.48,0.13,0.03,false
2020,3,7,10,49,49,0.20,0.59,0.48,0.13,0.03,false
2020,3,7,10,50,49,0.21,0.59,0.48,0.13,0.03,false
2020,3,7,10,51,49,0.21,0.60,0.49,0.13,0.03,false
2020,3,7,10,52,50,0.20,0.59,0.49,0.13,0.03,false
2020,3,7,10,53,50,0.20,0.58,0.49,0.12,0.03,false
2020,3,7,10,54,50,0.20,0.58,0.49,0.12,0.03,false
2020,3,7,10,55,50,0.20,0.58,0.49,0.13,0.03,false
2020,3,7,10,56,50,0.22,0.58,0.49,0.14,0.04,false
2020,3,7,10,57,50,0.20,0.59,0.49,0.13,0.03,false
2020,3,7,10,58,50,0.27,0.59,0.49,0.14,0.03,false
2020,3,7,10,59,50,0.27,0.59,0.49,0.13,0.03,false
2020,3,7,11,0,50,0.26,0.58,0.49,0.13,0.03,false
2020,3,7,11,1,50,0.26,0.59,0.49,0.13,0.03,false
2020,3,7,11,2,50,0.26,0.59,0.49,0.12,0.03,false
2020,3,7,11,3,50,0.26,0.60,0.49,0.12,0.03,false
2020,3,7,11,4,50,0.27,0.59,0.49,0.12,0.03,false
2020,3,7,11,5,50,0.27,0.59,0.49,0.12,0.03,false
2020,3,7,11,6,50,0.27,0.59,0.49,0.14,0.04,false
2020,3,7,11,7,50,0.28,0.58,0.49,0.12,0.03,false
2020,3,7,11,8,50,0.29,0.58,0.49,0.12,0.03,false
2020,3,7,11,9,50,0.29,0.58,0.49,0.11,0.03,false
2020,3,7,11,10,50,0.30,0.58,0.49,0.11,0.03,false
2020,3,7,11,11,50,0.30,0.58,0.49,0.11,0.03,false
2020,3,7,11,12,51,0.30,0.57,0.49,0.11,0.03,false
2020,3,7,11,13,51,0.30,0.58,0.49,0.11,0.03,false
2020,3,7,11,14,51,0.31,0.57,0.49,0.11,0.03,false
2020,3,7,11,15,51,0.31,0.57,0.49,0.11,0.03,false
2020,3,7,11,16,51,0.31,0.57,0.49,0.11,0.04,false
2020,3,7,11,17,51,0.32,0.57,0.49,0.11,0.03,false
2020,3,7,11,18,51,0.32,0.57,0.49,0.11,0.03,false
2020,3,7,11,19,51,0.32,0.56,0.49,0.11,0.03,false
2020,3,7,11,20,51,0.32,0.56,0.49,0.11,0.03,false
2020,3,7,11,21,51,0.32,0.56,0.49,0.11,0.03,false
2020,3,7,11,22,51,0.32,0.57,0.49,0.12,0.03,false
2020,3,7,11,23,51,0.33,0.56,0.49,0.12,0.03,false
2020,3,7,11,24,51,0.33,0.56,0.49,0.12,0.03,false
2020,3,7,11,25,51,0.33,0.56,0.49,0.12,0.03,false
2020,3,7,11,26,51,0.33,0.56,0.49,0.12,0.03,false
2020,3,7,11,27,51,0.33,0.56,0.49,0.12,0.03,false
2020,3,7,11,28,51,0.33,0.57,0.49,0.12,0.03,false
2020,3,7,11,29,51,0.33,0.56,0.49,0.12,0.03,false
2020,3,7,11,30,51,0.33,0.58,0.49,0.12,0.03,false
